User-ID;Book_ID;Book-Rating
277195;278;0
277195;325;10
277195;15483;0
277195;1167;0
277195;41795;0
277195;7744;0
277195;381;0
277195;25660;0
277195;626;0
277195;680;0
277195;2842;0
277195;12841;0
277195;7956;0
277195;42969;0
277195;34784;0
277195;314;0
277195;7504;0
277195;34986;10
277195;4598;10
277195;17848;10
277195;389;0
277195;1294;0
277195;2811;0
277196;8810;0
277197;3614;8
277197;15698;8
277197;16878;8
277197;44645;8
277203;1958;0
277203;134;9
277203;536;9
277203;51022;8
277203;48619;7
277205;12;7
277212;3446;8
277230;51478;6
277230;9270;7
277231;3194;0
277235;6353;6
277235;7290;7
277243;968;8
277243;46967;8
277243;47823;8
277244;11871;0
277244;24249;0
277244;6653;0
277246;233;10
277253;494;9
277253;16971;9
277261;7674;7
277272;521;0
277288;17698;0
277317;18622;9
277363;9101;1
277363;14630;1
277363;28586;1
277363;54;8
277364;48117;5
277364;16504;5
277378;39652;0
277378;508;0
277378;1192;0
277378;1821;0
277378;11146;0
277378;22896;0
277378;23454;0
277378;817;0
277378;154;4
277378;2773;0
277378;32614;0
277378;475;0
277378;2983;0
277378;5587;0
277378;10089;0
277378;4727;0
277378;369;0
277378;1567;0
277378;10859;0
277378;23682;0
277378;2329;5
277397;43504;8
277402;31799;6
277411;3446;0
277427;83;0
277427;43777;0
277427;44;0
277427;2193;0
277427;6353;0
277427;521;0
277427;103;0
277427;9267;10
277427;51057;8
277427;5969;0
277427;486;8
277427;3016;0
277427;3298;0
277427;18661;0
277427;51619;0
277427;4211;0
277427;48900;0
277427;1735;0
277427;100;0
277427;49376;0
277427;3824;0
277427;832;0
277427;1958;0
277427;2047;0
277427;33109;9
277427;22004;0
277427;1651;9
277427;8955;0
277427;280;9
277427;914;9
277427;25781;9
277427;8489;0
277427;662;9
277427;15;8
277427;2592;8
277427;1269;0
277427;14437;0
277427;23;9
277427;5368;0
277427;647;0
277427;51023;0
277427;1880;0
277427;48832;0
277427;4349;0
277427;49304;0
277427;17698;0
277427;21106;0
277427;42776;0
277427;52387;0
277427;8189;0
277427;48359;0
277427;44724;0
277427;15037;0
277427;3050;0
277427;12098;0
277427;14394;0
277427;16115;0
277427;18717;0
277427;43835;0
277427;44480;0
277427;19304;0
277427;21274;0
277427;22134;0
277427;31209;0
277427;32366;0
277427;32813;0
277427;37204;0
277427;40052;0
277427;6626;0
277427;47705;0
277427;11802;0
277427;15145;0
277427;36736;0
277427;48064;0
277427;1880;0
277427;48832;0
277427;17066;7
277427;5313;0
277427;1310;0
277427;2948;9
277427;7674;0
277427;139;0
277427;277;10
277427;11125;10
277427;4118;9
277427;43478;8
277427;6841;10
277427;17013;0
277427;49748;0
277427;41124;0
277427;43773;0
277427;17734;10
277427;14124;0
277427;6609;8
277427;6719;8
277427;43186;8
277427;259;0
277427;1265;0
277427;890;8
277427;26158;10
277427;55;0
277427;36835;0
277427;16220;6
277427;41820;0
277427;3778;0
277427;314;0
277427;126;0
277427;13101;0
277427;1400;10
277427;1068;10
277427;38349;10
277427;5992;9
277427;7977;0
277427;44729;0
277427;4183;0
277427;49263;0
277427;538;0
277427;2792;9
277427;3611;10
277427;230;0
277427;6790;0
277427;18620;0
277427;41741;9
277427;421;0
277427;3506;0
277427;231;0
277427;36722;0
277427;44790;0
277427;16826;8
277427;5133;9
277427;2583;0
277427;46996;8
277427;11047;10
277427;973;0
277427;6771;0
277427;51346;5
277427;1075;8
277427;1864;0
277427;2569;0
277427;21859;0
277427;29393;0
277427;25085;0
277427;30385;0
277427;14146;10
277427;31828;7
277435;929;8
277439;15;0
277439;17327;7
277466;44724;0
277466;1651;0
277466;40892;0
277466;23889;8
277466;26018;8
277478;12724;0
277478;37781;0
277478;49427;0
277478;39460;0
277478;491;0
277478;21642;0
277478;27053;0
277478;31907;0
277478;21890;0
277478;3688;0
277478;30884;0
277478;21953;0
277478;6363;0
277478;14842;0
277478;15007;0
277478;5313;0
277478;1746;0
277478;5644;0
277478;27875;0
277478;4520;0
277478;51191;0
277478;16661;0
277478;808;0
277478;9336;0
277478;17333;0
277478;3077;0
277478;293;0
277478;24615;0
277478;45997;0
277478;7857;0
277478;3342;0
277478;9996;0
277478;8533;7
277478;34656;0
277478;46143;0
277478;2804;0
277478;132;0
277478;29960;0
277502;8955;9
277508;16612;8
277508;17389;8
277509;6105;0
277513;318;0
277513;2812;0
277513;21953;0
277517;233;8
277517;51029;9
277523;42855;10
277523;40892;10
277523;34529;10
277523;37881;10
277523;45084;10
277523;47912;10
277523;48794;10
277523;4428;10
277523;2835;10
277523;31073;10
277523;4428;10
277523;8118;10
277523;19619;10
277523;40841;10
277523;50409;10
277523;5969;10
277525;7674;0
277527;486;10
277527;1573;10
277527;3287;7
277527;40519;0
277544;27956;8
277554;6793;0
277554;807;0
277562;2160;9
277563;27517;5
277563;4740;6
277563;6881;5
277563;1836;0
277568;12959;5
277569;3152;0
277569;17031;0
277569;2008;0
277575;1800;0
277575;4137;0
277575;18925;0
277575;31509;0
277575;35611;0
277575;39683;0
277575;17821;9
277575;34924;9
277575;43144;9
277575;39969;9
277589;15;0
277589;49304;8
277589;3122;9
277595;2329;0
277598;449;8
277598;20304;8
277622;3784;10
277623;354;9
277623;11058;4
277623;696;8
277629;9992;0
277629;30569;7
277629;153;8
277629;916;8
277629;4181;9
277629;7674;8
277629;2021;0
277629;33177;0
277629;23810;9
277633;853;7
277639;49374;0
277639;13133;0
277639;14027;0
277639;22381;0
277639;24916;0
277639;28432;0
277639;34219;0
277639;35699;0
277639;45811;0
277639;46268;0
277639;22645;0
277639;11612;0
277639;2629;6
277639;9992;0
277639;17109;8
277639;2371;0
277639;817;6
277639;46493;0
277639;11761;0
277639;5318;0
277639;26049;7
277639;30884;0
277639;7020;0
277639;11886;0
277639;24811;0
277639;36937;0
277639;332;8
277639;13680;0
277639;33984;0
277639;36493;0
277639;957;0
277639;1104;9
277639;942;0
277639;902;0
277639;51532;0
277639;4118;0
277639;14124;0
277639;40892;0
277639;10516;0
277639;7532;0
277639;24534;7
277639;49717;0
277639;5550;0
277639;13569;0
277639;29746;0
277639;510;0
277639;12719;8
277639;16224;0
277639;6585;0
277639;48081;0
277639;36997;0
277639;10749;8
277639;41112;8
277639;21784;0
277639;7857;7
277639;7977;0
277639;44729;0
277639;17393;0
277639;27478;0
277639;42129;0
277639;32829;0
277639;2561;0
277639;8570;0
277639;10439;0
277639;15459;0
277639;4455;0
277639;7641;0
277639;16757;0
277639;33772;0
277639;9965;0
277639;2652;8
277639;33114;8
277641;41795;7
277650;608;10
277650;36464;10
277662;42888;5
277662;26281;0
277662;46575;0
277662;16997;0
277681;9748;0
277689;178;0
277691;4520;9
277691;51191;9
277696;39272;9
277698;41;6
277701;39202;0
277705;1104;0
277710;1800;4
277710;4137;4
277710;18925;4
277710;31509;4
277710;35611;4
277710;39683;4
277710;3720;0
277710;1880;9
277710;48832;9
277710;10908;5
277710;5969;6
277710;17299;10
277711;2003;0
277711;21096;0
277711;25745;0
277711;61;0
277711;3030;5
277711;2601;10
277720;16331;5
277720;38759;5
277722;625;10
277722;1068;8
277722;2329;8
277728;422;7
277743;3;9
277744;5224;5
277744;625;0
277744;49717;10
277744;46996;0
277744;12606;5
277744;17153;5
277744;50183;0
277746;16312;0
277761;4048;8
277764;23;9
277765;642;8
277778;586;8
277779;1759;0
277781;10497;0
277783;80;8
277783;21569;8
277784;334;8
277794;50;8
277795;1072;5
277797;8884;8
277799;1759;0
277801;18657;7
277801;45934;7
277801;48941;7
277801;52356;7
277803;103;8
277808;642;9
277811;2457;0
277814;5197;0
277816;586;0
277819;129;0
277823;5197;8
277827;80;9
277827;21569;9
277828;80;8
277828;21569;8
277835;961;10
277840;873;0
277844;5197;8
277879;1422;0
277879;3050;7
277879;12098;7
277879;14394;7
277879;16115;7
277879;18717;7
277879;43835;7
277879;44480;7
277879;1991;0
277884;279;7
277888;482;0
277892;3059;0
277894;4719;0
277894;17139;0
277901;233;8
277901;15582;8
277903;4148;8
277911;2723;10
277915;73;0
277915;1106;8
277915;862;0
277922;3539;7
277922;5313;6
277922;18810;7
277922;49764;7
277922;3342;9
277922;9996;9
277922;1605;10
277922;5021;0
277922;13750;0
277922;6343;0
277923;7509;0
277923;668;0
277923;48742;0
277928;953;0
277928;942;9
277928;16;0
277928;2359;8
277928;1104;0
277928;957;0
277928;1085;0
277928;15633;0
277928;448;0
277928;48743;7
277928;325;0
277928;230;0
277928;41741;0
277928;36188;9
277928;44169;0
277929;14386;0
277929;49592;9
277937;5587;0
277937;49;7
277937;16908;6
277937;25761;6
277937;10009;7
277937;3044;6
277937;15582;0
277938;7762;0
277938;31148;10
277938;13215;0
277938;42214;8
277945;16873;6
277945;6412;0
277945;15860;0
277945;34156;0
277945;10966;8
277945;13299;7
277945;21593;7
277945;10605;7
277945;15922;8
277945;25599;8
277945;27939;8
277945;41013;8
277946;5842;7
277954;45187;9
277954;3611;0
277954;3;0
277958;103;9
277959;54;8
277959;12060;7
277959;15545;7
277959;9931;6
277962;6353;0
277962;1709;0
277965;8233;0
277965;41188;0
277965;1722;0
277965;6591;0
277965;1789;0
277965;2318;0
277965;7007;0
277965;8176;0
277965;9992;0
277965;7435;0
277965;1877;0
277965;2394;0
277965;1005;0
277965;8189;8
277965;44724;7
277965;2649;0
277965;9514;0
277965;37136;0
277965;27524;8
277965;29721;8
277965;34117;8
277969;932;8
277982;10734;8
277982;5645;0
277984;1605;0
277984;13456;10
277984;33027;0
277984;1070;0
277984;6323;0
277984;6881;10
277984;30348;0
277987;662;0
277997;482;8
277998;11587;0
278002;17727;0
278002;14937;0
278002;807;0
278002;302;0
278002;1261;0
278007;1910;8
278007;363;8
278007;807;0
278007;448;6
278012;4829;0
278014;1651;0
278022;262;0
278026;927;9
278026;49374;8
278026;3152;0
278026;817;5
278026;4283;8
278026;22934;8
278026;33027;0
278026;27870;5
278026;44648;8
278026;1227;8
278026;21840;8
278026;38018;8
278026;6698;8
278026;11106;8
278026;50502;6
278026;4183;8
278026;4822;0
278026;9920;0
278026;16767;9
278026;20117;9
278026;23404;9
278026;27611;9
278026;34001;9
278026;36715;9
278026;45762;9
278026;26857;5
278026;20254;0
278026;45561;0
278026;2834;0
278026;8237;0
278026;4664;0
278034;41174;10
278044;44634;7
278054;1746;0
278063;721;7
278064;12547;0
278075;233;8
278079;280;8
278079;914;8
278079;25781;8
278085;7888;7
278089;3703;8
278100;112;8
278104;32504;0
278107;96;8
278110;861;8
278110;6477;8
278110;8102;8
278111;46749;5
278111;1365;0
278112;17066;8
278112;21961;6
278117;16752;0
278119;43525;9
278120;3725;0
278120;4993;0
278120;7916;0
278120;14769;0
278120;29796;0
278120;34916;0
278122;646;10
278131;3271;8
278137;5398;7
278137;44377;0
278137;2853;0
278137;1375;9
278137;18612;8
278137;14537;0
278137;99;7
278137;906;0
278137;46793;9
278137;1958;8
278137;16058;0
278137;1651;0
278137;4681;0
278137;18855;0
278137;49072;0
278137;2243;0
278137;6617;9
278137;922;0
278137;8026;0
278137;25006;0
278137;690;7
278137;1436;0
278137;17010;0
278137;21442;0
278137;9016;0
278137;7318;0
278137;7551;0
278137;8789;0
278137;10357;0
278137;13799;0
278137;20529;0
278137;39487;0
278137;34656;0
278137;46143;0
278137;17060;8
278137;178;8
278137;9224;8
278144;17493;0
278144;43777;0
278144;1565;0
278144;14124;0
278144;51588;0
278144;1005;0
278144;10758;0
278144;45315;0
278144;46044;0
278144;8094;0
278144;1746;0
278144;17734;0
278144;6881;0
278144;8118;0
278144;19619;0
278144;40841;0
278144;50409;0
278144;96;0
278144;17704;0
278144;16358;0
278144;18770;0
278144;24615;0
278144;45997;0
278144;35008;0
278144;17848;0
278144;4907;0
278144;49376;0
278144;7018;0
278144;49141;0
278144;43258;0
278144;25163;0
278153;3614;0
278153;15698;0
278153;16878;0
278153;44645;0
278158;81;0
278159;7727;5
278160;573;8
278177;1880;0
278177;48832;0
278181;41662;9
278181;10758;7
278181;45315;7
278188;43459;0
278188;16610;0
278188;51743;8
278188;8091;0
278188;15069;0
278188;17333;0
278188;23226;0
278188;24246;0
278188;32955;0
278188;45407;0
278188;1338;0
278188;32213;0
278188;36096;0
278188;43490;0
278188;1429;0
278188;36496;0
278188;10350;4
278188;26705;4
278188;29004;4
278188;8094;8
278188;5313;9
278188;3947;0
278188;18357;0
278188;6323;9
278188;154;0
278188;932;0
278188;7319;0
278188;44151;8
278188;10518;0
278188;15913;0
278188;12959;0
278188;34893;0
278188;5033;7
278188;15002;7
278188;15303;7
278188;24486;7
278188;29283;7
278188;41000;7
278188;38707;5
278188;10495;0
278188;5671;6
278188;26470;6
278188;29660;6
278188;34031;6
278188;43856;6
278188;23339;3
278194;5785;8
278194;50970;9
278194;668;0
278194;20449;0
278194;8094;0
278194;13159;7
278194;779;9
278194;4428;7
278194;25737;5
278194;16220;8
278194;50502;6
278194;4727;8
278194;7647;0
278194;601;6
278202;25754;0
278202;4148;3
278202;7956;3
278202;42969;3
278202;42948;1
278202;9542;8
278202;9682;8
278202;10039;8
278202;28032;8
278202;3861;0
278202;32324;3
278209;17702;6
278209;13801;7
278218;230;7
278218;68;7
278218;605;10
278221;4350;10
278221;720;0
278221;3140;7
278221;7819;7
278221;11721;7
278221;40892;0
278221;922;7
278221;8026;7
278221;25006;7
278221;7977;9
278221;11717;0
278221;178;9
278227;50045;0
278243;54;8
278243;926;8
278243;668;7
278244;11039;7
278251;5413;7
278251;28782;7
278251;44983;7
278255;34253;4
278255;44183;8
278255;1823;0
278257;592;0
278257;50045;0
278257;259;8
278257;16224;9
278259;17388;9
278270;10964;3
278297;4060;9
278300;1422;7
278307;7744;7
278314;22645;5
278314;75;7
278314;2329;7
278314;41741;0
278314;6711;0
278319;1695;8
278319;10729;8
278319;13034;8
278319;34586;8
278325;1104;7
278328;5882;7
278333;5313;10
278342;8568;0
278346;3614;0
278346;15698;0
278346;16878;0
278346;44645;0
278346;6978;9
278356;38446;9
278356;27705;5
278356;46692;8
278356;7888;9
278356;19732;10
278356;21556;8
278356;12719;0
278356;7353;9
278356;24727;7
278361;32829;0
278361;12809;7
278365;16765;0
278377;20811;0
278388;6778;8
278389;42407;2
278390;42071;8
278390;44963;8
278390;3361;9
278390;50502;0
278390;4727;10
278390;7647;0
278390;178;0
278390;973;9
278418;619;0
278418;14142;0
278418;30765;0
278418;5704;0
278418;24009;0
278418;2049;0
278418;3651;0
278418;11108;0
278418;2853;0
278418;7545;0
278418;48828;0
278418;10814;0
278418;3014;0
278418;583;0
278418;10102;0
278418;164;0
278418;2992;0
278418;2629;0
278418;52114;0
278418;287;0
278418;77;0
278418;15750;0
278418;43790;0
278418;34;0
278418;9636;0
278418;51022;0
278418;9191;0
278418;19233;0
278418;26932;0
278418;17087;0
278418;16223;0
278418;50052;0
278418;8257;0
278418;9925;0
278418;9103;0
278418;10150;0
278418;12135;0
278418;36648;0
278418;41488;0
278418;42978;0
278418;16873;0
278418;1338;0
278418;32213;0
278418;36096;0
278418;18189;0
278418;6634;0
278418;7701;0
278418;16538;0
278418;2629;0
278418;45380;0
278418;216;0
278418;32781;0
278418;12662;0
278418;329;0
278418;100;0
278418;628;0
278418;7039;0
278418;30288;0
278418;8176;0
278418;16955;0
278418;3638;0
278418;9992;0
278418;4014;0
278418;38879;0
278418;9103;0
278418;10150;0
278418;12135;0
278418;36648;0
278418;41488;0
278418;42978;0
278418;3390;0
278418;7777;0
278418;7942;0
278418;8435;0
278418;10886;0
278418;14154;0
278418;18579;0
278418;32055;0
278418;34341;0
278418;34597;0
278418;43579;0
278418;46208;0
278418;46237;0
278418;51637;0
278418;7888;0
278418;3420;0
278418;668;0
278418;221;0
278418;68;0
278418;2120;0
278418;8308;0
278418;153;0
278418;2372;0
278418;1958;0
278418;49203;0
278418;6877;0
278418;15024;0
278418;15977;0
278418;43258;0
278418;38998;0
278418;2642;0
278418;135;0
278418;4445;0
278418;42857;0
278418;29480;0
278418;8137;0
278418;15797;0
278418;24433;0
278418;11802;0
278418;15145;0
278418;36736;0
278418;48064;0
278418;891;0
278418;52040;0
278418;5313;0
278418;3446;0
278418;41005;0
278418;2849;0
278418;17402;0
278418;17644;0
278418;26008;0
278418;30910;0
278418;31081;0
278418;36445;0
278418;38401;0
278418;38471;0
278418;41647;0
278418;43801;0
278418;45342;0
278418;49651;0
278418;183;8
278418;9191;0
278418;19233;0
278418;26932;0
278418;40170;0
278418;8134;9
278418;31799;0
278418;25777;0
278418;2718;0
278418;5052;0
278418;34012;0
278418;42916;0
278418;2184;0
278418;3677;0
278418;9182;0
278418;33043;0
278418;833;0
278418;27478;5
278418;42129;5
278418;9357;0
278418;2554;0
278418;2842;0
278418;2371;0
278418;42883;7
278418;50769;0
278418;15857;7
278418;2603;0
278418;42995;0
278418;51175;0
278418;28844;0
278418;2424;0
278418;16416;0
278418;34887;0
278418;50146;0
278418;33776;0
278418;3050;0
278418;12098;0
278418;14394;0
278418;16115;0
278418;18717;0
278418;43835;0
278418;44480;0
278418;19304;0
278418;21274;0
278418;22134;0
278418;31209;0
278418;32366;0
278418;32813;0
278418;37204;0
278418;40052;0
278418;1105;7
278418;7357;0
278418;23720;0
278418;1070;0
278418;13090;0
278418;21113;0
278418;394;0
278418;9213;0
278418;332;0
278418;30678;0
278418;1104;0
278418;24433;0
278418;11802;0
278418;15145;0
278418;36736;0
278418;48064;0
278418;46;0
278418;3668;0
278418;902;0
278418;46250;0
278418;41143;0
278418;4681;0
278418;18855;0
278418;49072;0
278418;5313;0
278418;4148;0
278418;2243;0
278418;7956;0
278418;42969;0
278418;16596;0
278418;37706;0
278418;42727;0
278418;3446;0
278418;16707;0
278418;262;0
278418;5100;9
278418;15586;0
278418;33776;5
278418;40035;0
278418;28199;0
278418;14257;0
278418;3;0
278418;45277;0
278418;49241;0
278418;4622;0
278418;21764;0
278418;27648;0
278418;9059;0
278418;14831;0
278418;42496;0
278418;7281;0
278418;35123;0
278418;807;0
278418;41124;0
278418;43773;0
278418;39969;0
278418;96;0
278418;690;0
278418;24238;0
278418;11776;0
278418;7281;0
278418;35123;0
278418;8252;0
278418;9929;0
278418;96;0
278418;31757;0
278418;154;0
278418;42948;0
278418;1383;0
278418;5895;0
278418;44893;0
278418;7532;0
278418;14221;0
278418;46717;0
278418;33028;0
278418;23910;0
278418;21345;0
278418;13167;0
278418;1393;0
278418;302;0
278418;37918;0
278418;259;0
278418;1094;0
278418;6975;0
278418;510;0
278418;422;0
278418;1082;0
278418;890;0
278418;5482;0
278418;1265;0
278418;14050;0
278418;10386;0
278418;1396;0
278418;35862;0
278418;6578;0
278418;16616;0
278418;20648;0
278418;15841;0
278418;18281;0
278418;19880;0
278418;43601;0
278418;21245;0
278418;14050;0
278418;25777;0
278418;31389;0
278418;2922;0
278418;42204;0
278418;1395;0
278418;5392;0
278418;13568;0
278418;27324;0
278418;34183;0
278418;9257;0
278418;17136;0
278418;6698;8
278418;2139;0
278418;14840;0
278418;8728;0
278418;1987;0
278418;3070;0
278418;15234;0
278418;22903;0
278418;28113;9
278418;89;0
278418;311;0
278418;769;0
278418;5255;0
278418;14529;0
278418;19927;0
278418;21658;0
278418;44374;0
278418;47338;0
278418;475;0
278418;314;0
278418;642;0
278418;126;0
278418;36;0
278418;71;0
278418;374;0
278418;16805;0
278418;14594;5
278418;3282;0
278418;13686;0
278418;37324;0
278418;48531;0
278418;45679;0
278418;3390;0
278418;7777;0
278418;7942;0
278418;8435;0
278418;10886;0
278418;14154;0
278418;18579;0
278418;32055;0
278418;34341;0
278418;34597;0
278418;43579;0
278418;46208;0
278418;46237;0
278418;51637;0
278418;38428;0
278418;1300;0
278418;38582;0
278418;14033;0
278418;7857;0
278418;6572;0
278418;34971;0
278418;28123;0
278418;24024;0
278418;51376;0
278418;2765;0
278418;4613;0
278418;6632;0
278418;8014;0
278418;47768;0
278418;1154;0
278418;2316;0
278418;6617;0
278418;9754;0
278418;50089;0
278418;35;0
278418;1890;0
278418;48619;0
278418;360;0
278418;8845;0
278418;10698;0
278418;49875;0
278418;33926;0
278418;192;0
278418;22394;0
278418;47667;0
278418;11254;0
278418;3691;0
278418;18658;0
278418;7187;0
278418;77;0
278418;7981;0
278418;1265;0
278418;4258;0
278418;9991;0
278418;46885;0
278418;29259;0
278418;45384;0
278418;82;0
278418;38707;0
278418;806;0
278418;2093;0
278418;7425;0
278418;14519;0
278418;43860;0
278418;425;0
278418;21053;0
278418;4236;0
278418;3476;0
278418;16219;0
278418;34703;0
278418;10395;0
278418;38455;0
278418;2201;0
278418;3624;0
278418;4182;0
278418;4197;0
278418;7354;0
278418;12552;0
278418;20542;0
278418;38569;0
278418;39556;0
278418;10369;0
278418;11447;0
278418;2811;0
278418;38027;0
278418;8743;0
278418;43290;0
278418;45160;0
278418;9302;0
278418;3539;0
278418;8252;0
278418;109;0
278418;8358;0
278418;21122;0
278418;42135;0
278418;46290;0
278418;40499;0
278418;1248;0
278418;48229;0
278418;10182;0
278418;44701;0
278418;16826;0
278418;2096;0
278418;20189;0
278418;44849;0
278418;19562;0
278418;50800;0
278418;2465;0
278418;3731;0
278418;952;6
278418;2849;0
278418;17402;0
278418;17644;0
278418;26008;0
278418;30910;0
278418;31081;0
278418;36445;0
278418;38401;0
278418;38471;0
278418;41647;0
278418;43801;0
278418;45342;0
278418;49651;0
278418;48;0
278418;14344;0
278418;11507;0
278418;15837;0
278418;10733;0
278418;30872;0
278418;33522;0
278418;22579;0
278418;22739;0
278418;26879;0
278418;2569;0
278418;26271;0
278418;43884;0
278418;6419;0
278418;10237;0
278418;11185;0
278418;37893;0
278418;34414;0
278418;11393;0
278418;42228;0
278418;13581;0
278418;34808;0
278418;48490;4
278418;1006;0
278418;2754;0
278418;27905;0
278418;304;0
278418;1306;0
278418;1100;0
278418;30812;0
278418;4883;0
278418;25927;0
278418;3390;0
278418;7777;0
278418;7942;0
278418;8435;0
278418;10886;0
278418;14154;0
278418;18579;0
278418;32055;0
278418;34341;0
278418;34597;0
278418;43579;0
278418;46208;0
278418;46237;0
278418;51637;0
278418;6142;0
278418;19363;0
278418;40025;0
278418;2523;0
278418;6556;0
278418;8101;0
278418;14528;0
278418;32184;0
278418;41095;0
278418;17611;0
278418;19408;0
278418;43621;0
278422;3;9
278422;626;8
278431;39969;0
278432;4586;0
278449;16802;9
278452;10102;5
278461;9533;10
278461;14615;10
278461;19618;10
278465;11802;10
278465;15145;10
278465;36736;10
278465;48064;10
278469;938;6
278474;10674;0
278475;49374;7
278483;817;8
278487;15144;10
278500;2635;5
278506;5313;0
278506;8538;0
278522;14507;0
278522;11464;0
278522;26362;7
278522;48816;7
278522;49989;7
278525;183;10
278533;50544;0
278535;16329;0
278535;1064;0
278535;2047;0
278535;2842;0
278535;44724;0
278535;8094;0
278535;2896;7
278535;49241;0
278535;27092;0
278535;14124;9
278535;2736;6
278535;6325;0
278536;4598;8
278536;3665;6
278537;48359;0
278540;21461;1
278541;103;9
278542;3363;0
278543;96;5
278543;10990;10
278545;16329;0
278551;107;6
278554;5231;9
278554;6611;8
278554;1365;8
278554;9267;10
278554;325;8
278554;932;0
278554;4312;9
278556;10089;7
278561;3614;7
278561;15698;7
278561;16878;7
278561;44645;7
278582;175;10
278582;6203;7
278582;44724;0
278582;42152;8
278582;4183;8
278586;9272;3
278586;690;5
278586;25758;8
278597;33289;9
278601;299;8
278633;278;10
278633;325;2
278633;16908;0
278633;25761;0
278633;3724;0
278633;3631;9
278633;9272;0
278633;4148;9
278633;779;9
278633;1060;0
278633;15754;0
278633;15930;0
278633;17334;0
278633;49195;0
278633;938;8
278633;3027;0
278633;7212;6
278633;71;8
278633;13640;8
278633;22911;8
278633;17010;0
278633;31185;9
278633;3539;9
278633;3287;0
278633;1294;0
278633;2168;9
278633;37379;0
278633;37433;0
278637;2047;0
278641;2173;8
278650;10161;9
278653;690;6
278663;586;4
278663;7727;10
278663;30575;7
278663;37941;7
278672;41741;7
278681;48451;7
278683;807;1
278694;23914;7
278698;7674;10
278720;837;7
278723;4520;4
278723;51191;4
278740;17750;8
278769;2329;0
278771;15968;0
278771;17278;0
278771;45698;0
278771;51369;0
278772;16542;10
278773;817;8
278774;25418;0
278781;2096;0
278781;20189;0
278782;14033;7
278782;7150;5
278786;22222;6
278796;81;0
278798;4048;0
278798;11058;7
278813;1064;0
278819;17031;0
278820;8598;3
278824;5582;6
278828;5582;8
278831;38322;10
278843;5907;7
278843;325;8
278843;10419;0
278843;1243;8
278843;19522;8
278843;2329;9
278843;8635;0
278843;2359;7
278843;44;0
278843;7647;0
278843;5063;8
278843;299;9
278843;178;0
278844;300;6
278846;39;8
278851;33129;0
278854;24615;8
278854;45997;8
8;973;0
9;1746;0
9;32486;0
16;7435;9
16;1005;0
17;15392;0
17;10635;7
17;2754;6
17;14245;3
17;43065;3
23;41795;0
26;3;10
26;625;9
32;4570;8
32;4;0
39;34656;7
